plot_id,altitude,BOP_n,EPB_n,EPR_n,ERR_n,PET_n,BOJ_n,CHR_n,ERS_n,PRP_n,SAB_n,EPN_n,MEL_n,PIB_n,THO_n,PEG_n,PIG_n,PIR_n,HEG_n,FRN_n,FRA_n,OSV_n,TIL_n,ERP_n,SOA_n,ERE_n,PEB_n,SAL_n,BOG_n,SAP_n,SOD_n,ORA_n,AME_n,AUR_n,PRU_n,CET_n,PIS_n,ORR_n,ORT_n,SAC_n,FRP_n,PRV_n,CAR_n,PEH_n,NOC_n,CHG_n,ERA_n,CAC_n,AUC_n,NEM_n,MEU_n,CRA_n,MAS_n,EPO_n,ERG_n,CAF_n,CHB_n,CHE_n,ERN_n,PED_n,COC_n,COA_n,MEJ_n,CEO_n,RHM_n,PRN_n,ROP_n,BOP_ba,EPB_ba,EPR_ba,ERR_ba,PET_ba,BOJ_ba,CHR_ba,ERS_ba,PRP_ba,SAB_ba,EPN_ba,MEL_ba,PIB_ba,THO_ba,PEG_ba,PIG_ba,PIR_ba,HEG_ba,FRN_ba,FRA_ba,OSV_ba,TIL_ba,ERP_ba,SOA_ba,ERE_ba,PEB_ba,SAL_ba,BOG_ba,SAP_ba,SOD_ba,ORA_ba,AME_ba,AUR_ba,PRU_ba,CET_ba,PIS_ba,ORR_ba,ORT_ba,SAC_ba,FRP_ba,PRV_ba,CAR_ba,PEH_ba,NOC_ba,CHG_ba,ERA_ba,CAC_ba,AUC_ba,NEM_ba,MEU_ba,CRA_ba,MAS_ba,EPO_ba,ERG_ba,CAF_ba,CHB_ba,CHE_ba,ERN_ba,PED_ba,COC_ba,COA_ba,MEJ_ba,CEO_ba,RHM_ba,PRN_ba,ROP_ba,id2,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,MAR,Eref,CMD,RH,CMI,DD1040,geom,OBJECTID,ORIG_FID,Shape_Leng,Shape_Area,InPoly_FID,MaxSimpTol,MinSimpTol,Elevation,Slope,Aspect,TPI,TRI,TWI,Curv_class,Insol_total,Insol_direct,Insol_diffuse,Wind_exposition,AspectClass,Clay,CEC,Organic_Matter,Silt,pH,Sand,longitude,latitude
0603934101,337,0,0,0,0,0,0,0,0,0,75,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7549999999999999,18.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603934101,2.9,17.9,-14.4,32.2,975,489,13.2,36.5,1441,1549,5551,84,139,149,263,114,326,-40.1,35.5,-9999,626,96,58,50.36,749,"c(-555174.364699997, 394480.051899999)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,338.072265625,4.149578094482422,156.6639862060547,0.5721473693847656,1.0819259881973267,8.051530838012695,8,1779.6485595703125,1444.3428955078125,335.3056640625,0.9454150795936584,4,2.953458547592163,1.7301794290542603,10.199799537658691,14.844703674316406,3.782794713973999,82.23016357421875,125552.09628617865,5241573.071966179
0604129901,363,675,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.83,0,0,0,0,0,0,0,0,4.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604129901,2.5,17.5,-14.9,32.4,985,504,12.7,34.7,1526,1497,5697,74,134,150,262,111,339,-40.9,35.3,-9999,620,86,57,51.95,713,"c(-513445.209899999, 426222.079500001)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,362.2433166503906,7.088871955871582,357.6247863769531,1.3360786437988281,1.6914398670196533,6.210010528564453,8,1581.56884765625,1247.552978515625,334.01593017578125,0.9739699959754944,1,4.285851001739502,1.6359004974365234,9.729138374328613,16.308643341064453,3.8221240043640137,79.42659759521484,164995.30391194578,5276343.977472034
0604129902,389,132,0,0,0,0,107,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.815,0,0,0,0,5.568,0,0,0,1.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604129902,2.4,17.4,-15.1,32.5,990,507,12.5,34.4,1545,1478,5737,71,133,151,261,110,345,-41,35.2,-9999,617,83,57,52.91,699,"c(-513771.018399999, 426413.677299999)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,388.1842346191406,14.366047859191895,78.7417984008789,0.3818206787109375,3.159656524658203,6.419174671173096,5,1615.6524658203125,1286.404541015625,329.2479553222656,0.9944052696228027,3,4.416133403778076,2.2516722679138184,10.452803611755371,19.647218704223633,3.7904579639434814,75.95508575439453,164655.53272391928,5276512.196444846
0604129903,389,48,0,0,0,0,96,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9879999999999995,0,0,0,0,13.163,0,0,0,1.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604129903,2.4,17.4,-15.1,32.5,990,507,12.5,34.4,1545,1477,5738,71,133,151,261,110,345,-41,35.2,-9999,617,83,57,52.9,699,"c(-513786.678199999, 426589.030900002)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,388.11029052734375,11.384429931640625,83.99046325683594,1.4324913024902344,2.7698686122894287,6.939377307891846,8,1642.410400390625,1311.4144287109375,330.9959716796875,0.9858312606811523,3,4.327149868011475,2.065215826034546,10.771389961242676,19.812496185302734,3.787370443344116,75.8780746459961,164627.23166260446,5276686.507938191
0604129904,409,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0,0,0,0,0,0,0,0,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604129904,2.3,17.3,-15.2,32.5,995,509,12.3,34.1,1567,1462,5770,69,132,151,261,110,350,-41.1,35.1,-9999,614,80,57,53.68,688,"c(-513936.184699997, 426760.115200002)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,409.67205810546875,3.013847589492798,53.95951843261719,0.96492767333984375,0.9107934832572937,7.053486347198486,8,1681.8922119140625,1348.67236328125,333.2198181152344,1.1010009050369263,2,4.574127674102783,1.9642995595932007,11.103026390075684,21.3271484375,3.778820514678955,74.1126708984375,164465.32507250857,5276846.9053560365
0604140701,407,41,0,0,141,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.338,0,0,6.531,0,0,0,0,0,6.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604140701,2.6,17.6,-14.7,32.3,998,502,12.6,35,1489,1506,5645,75,137,150,262,112,343,-40.6,35.3,-9999,621,86,58,53.21,717,"c(-545453.054099999, 392390.686799999)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,405.9355163574219,10.824538230895996,108.38430786132813,0.98906707763671875,2.6248412132263184,5.785543918609619,8,1739.0072021484375,1408.581787109375,330.4253845214844,1.107875943183899,3,4.292190074920654,2.288762092590332,11.27076530456543,21.168502807617188,3.7194833755493164,74.54911804199219,135425.53954481686,5240189.846536239
0604140702,401,32,16,0,91,0,0,0,0,0,250,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.916,1.287,0,4.3149999999999995,0,0,0,0,0,5.981,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604140702,2.6,17.6,-14.7,32.3,996,501,12.7,35.1,1487,1509,5639,76,137,150,262,112,341,-40.6,35.3,-9999,621,86,58,52.99,719,"c(-545527.405000001, 392489.3145)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,400.2782897949219,11.209659576416016,276.4651794433594,-0.1586456298828125,2.7554855346679688,6.03646993637085,3,1642.21728515625,1312.218017578125,329.99920654296875,1.061266303062439,7,4.468926429748535,2.30551815032959,11.33173942565918,21.635215759277344,3.7139840126037598,73.91031646728516,135344.03011394697,5240283.079789166
0800400101,388,0,0,0,0,0,0,0,0,0,0,475,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.894,0,0,0,0,10.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800400101,2.5,17.4,-14.6,31.9,1007,511,12.4,34,1500,1488,5672,70,135,151,261,110,349,-40.8,35.3,-9999,630,81,56,53.21,702,"c(-481807.901000001, 387853.191500001)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,388.9219970703125,0.5087626576423645,222.76991271972656,0.3543128967285156,0.30771780014038086,12.864648818969727,8,1720.40625,1386.2420654296875,334.16424560546875,0.9489875435829163,6,3.962770700454712,0.6055439114570618,6.467339515686035,9.28659725189209,3.834312915802002,86.780242919921875,199394.13691524992,5240239.996657555
0800400201,400,266,25,0,0,0,0,0,0,25,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04,0.229,0,0,0,0,0,0,0.385,1.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800400201,2.5,17.3,-14.6,31.9,1009,512,12.4,33.8,1504,1482,5681,69,134,151,261,109,351,-40.8,35.2,-9999,629,80,57,53.58,698,"c(-480536.7513, 384611.6734)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,400.32476806640625,7.0740966796875,266.1948547363281,-0.4140281677246094,1.661388874053955,7.829763412475586,0,1714.34912109375,1381.895263671875,332.453857421875,0.9774327278137207,7,4.031927585601807,2.159285306930542,9.073760032653809,20.048952102661133,3.8217432498931885,75.93516540527344,200897.12742957496,5237089.901538723
0800400202,396,175,0,0,0,242,0,0,0,25,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.833,0,0,0,24.03,0,0,0,0.196,3.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800400202,2.5,17.3,-14.6,31.9,1009,511,12.4,33.9,1501,1485,5676,70,135,151,261,110,350,-40.8,35.2,-9999,629,80,56,53.47,699,"c(-480565.999300003, 384482.774700001)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,395.9366149902344,6.119809627532959,260.2781677246094,0.05812835693359375,1.4123718738555908,7.618149280548096,1,1725.0823974609375,1392.1644287109375,332.9179382324219,0.9698494076728821,7,4.3436808586120605,2.4527740478515625,9.30483627319336,22.016681671142578,3.825174570083618,73.65930938720703,200877.10897226317,5236958.930533543
0800400203,434,50,50,0,175,0,0,0,0,0,625,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,1.924,0,2.529,0,0,0,0,0,6.399,7.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800400203,2.4,17.2,-14.7,31.9,1015,515,12.2,33.4,1521,1464,5719,67,134,151,260,109,357,-40.9,35.1,-9999,625,77,57,54.55,685,"c(-480317.568599999, 384348.016100001)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,434.23248291015625,7.986445903778076,279.733154296875,0.245452880859375,1.7106870412826538,6.309267044067383,5,1689.89794921875,1358.70751953125,331.19036865234375,1.0991688966751099,7,4.386114597320557,2.4129528999328613,10.89200210571289,22.10725975036621,3.782062530517578,73.51786041259766,201135.14283293567,5236841.972815768
0800400204,425,48,41,0,375,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.877,2.8259999999999996,0,7.457,0,0,0,0,0,5.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800400204,2.4,17.3,-14.7,31.9,1013,514,12.3,33.5,1516,1469,5708,67,134,151,260,109,355,-40.8,35.1,-9999,626,77,57,54.28,689,"c(-480249.672899999, 384137.0636)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,424.73486328125,5.0052103996276855,189.7953643798828,0.3331451416015625,1.0334150791168213,7.161870956420898,8,1792.54296875,1460.052734375,332.49029541015625,1.0797103643417358,5,4.282111644744873,2.299372673034668,10.924509048461914,21.540647506713867,3.7883403301239014,74.19286346435547,201218.12341271865,5236635.914218417
0800400206,387,0,0,0,0,0,0,0,0,0,0,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800400206,2.6,17.4,-14.6,31.9,1008,510,12.5,34,1495,1490,5664,70,135,151,261,110,349,-40.7,35.2,-9999,630,80,56,53.28,703,"c(-480102.645300001, 383605.4758)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,387.43731689453125,0.678092896938324,148.67868041992188,-0.430450439453125,0.36630764603614807,11.537728309631348,3,1725.937744140625,1391.727783203125,334.2099304199219,0.9536952972412109,4,4.549032211303711,1.745863437652588,10.358330726623535,21.249454498291016,3.802013874053955,74.21551513671875,201403.16630064178,5236114.939393835
0800400301,459,275,25,0,125,0,41,0,0,0,450,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.872,0.283,0,2.442,0,3.338,0,0,0,4.955,4.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800400301,2.2,17.1,-15,32.1,1025,521,11.9,32.8,1567,1433,5792,62,132,152,260,107,368,-41.1,34.9,-9999,619,72,57,56.36,662,"c(-485930.671999998, 394519.784899998)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,458.8675231933594,11.107498168945313,121.98674774169922,-0.7903594970703125,2.6888346672058105,6.957791805267334,0,1782.9794921875,1454.5057373046875,328.47381591796875,1.0260329246520996,4,4.261993885040283,3.861050605773926,10.116802215576172,22.893312454223633,3.725062608718872,72.86333465576172,194794.17162997922,5246610.939790802
0800400302,425,25,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0,0,0,0,0,0,0,0,0,32.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800400302,2.3,17.2,-14.9,32.1,1017,517,12.1,33.3,1546,1459,5744,66,133,152,260,108,360,-41,35.1,-9999,623,77,57,54.98,681,"c(-486670.629299998, 393683.802999999)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,425.51495361328125,0.5836427211761475,289.4805603027344,0.13710784912109375,0.307548463344574,12.929678916931152,7,1718.5849609375,1385.6455078125,332.93951416015625,0.9367095828056335,7,4.102677822113037,3.190882921218872,11.564906120300293,11.877558708190918,3.855487585067749,84.040283203125,194114.12507175846,5245721.949023997
0800400303,444,1225,0,0,0,0,182,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.078,0,0,0,0,8.348,0,0,0,2.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800400303,2.3,17.2,-14.9,32.1,1022,519,12,33,1555,1446,5767,64,132,152,260,108,364,-41,35,-9999,621,75,57,55.76,672,"c(-487027.896799996, 393791.455499999)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,444.8370056152344,5.698596477508545,162.2202911376953,-0.3468284606933594,1.261293649673462,7.0987420082092285,0,1811.0869140625,1479.54248046875,331.5444030761719,0.9958766102790833,5,5.113711833953857,4.490300178527832,12.782235145568848,19.680919647216797,3.76446795463562,75.221435546875,193749.14981723687,5245803.997191189
0800400304,464,0,0,0,75,0,73,0,205,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.327,0,12.851,0,13.401,0,0.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800400304,2.2,17.1,-15,32.1,1027,522,11.8,32.7,1567,1431,5794,61,132,152,260,107,369,-41.1,34.9,-9999,619,72,57,56.57,661,"c(-486880.556100003, 394116.842399999)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,462.8142395019531,11.548209190368652,122.41814422607422,0.23350906372070313,2.5021989345550537,9.54389762878418,6,1806.42724609375,1477.6871337890625,328.7401428222656,1.0276380777359009,4,4.756794452667236,4.696586608886719,12.735240936279297,22.97589874267578,3.730689287185669,72.28185272216797,193873.1699351039,5246139.9378688075
0800400401,434,639,50,0,75,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.919,0.8320000000000001,0,0.951,0,0,0,0,0,3.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800400401,2.3,17.2,-14.9,32,1020,519,12.1,33.1,1544,1453,5747,65,133,152,260,108,361,-41,35,-9999,623,73,57,55.37,676,"c(-483302.106299996, 390938.3631)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,434.549560546875,3.8923680782318115,301.6318054199219,0.77984619140625,1.0620737075805664,7.919975757598877,8,1679.11474609375,1346.8231201171875,332.29156494140625,1.0904273986816406,8,3.8409323692321777,2.169346332550049,8.699679374694824,21.584362030029297,3.7792773246765137,74.59092712402344,197679.17371008056,5243217.92110319
0800400402,435,0,25,0,0,0,139,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.767,0,0,0,16.578,0,0,0,2.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800400402,2.3,17.2,-14.9,32,1020,519,12.1,33.1,1543,1453,5747,65,133,152,260,108,361,-41,35,-9999,623,73,57,55.39,676,"c(-483296.665399998, 390581.992199998)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,435.54150390625,1.4313058853149414,213.8908233642578,0.3401145935058594,0.42035970091819763,8.714543342590332,8,1743.5631103515625,1410.9957275390625,332.5673522949219,1.083536982536316,6,3.9419186115264893,2.3688743114471436,9.596851348876953,20.32823944091797,3.7554144859313965,75.74810028076172,197710.13316466467,5242861.963154255
0800400501,488,316,0,0,473,0,50,0,0,25,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.469,0,0,18.983,0,0.919,0,0,0.283,1.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800400501,2.1,16.9,-15.1,32,1033,525,11.7,32.3,1582,1412,5828,58,131,153,259,107,375,-41.2,34.8,-9999,615,67,57,57.57,647,"c(-484923.019100003, 393188.6032)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,488.9917907714844,1.7052466869354248,63.9090576171875,0.4004325866699219,0.45305711030960083,8.37391471862793,8,1704.5867919921875,1373.775390625,330.8114013671875,1.1487935781478882,2,4.644035816192627,2.7925758361816406,8.782261848449707,20.096723556518555,3.7513506412506104,75.27889251708984,195897.1723619653,5245351.969442667
0800400502,485,25,25,0,0,0,223,0,182,25,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636,1.327,0,0,0,18.722,0,6.244,0.385,1.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800400502,2.1,17,-15.1,32,1034,525,11.7,32.3,1581,1415,5824,59,131,153,259,107,375,-41.2,34.8,-9999,616,68,57,57.54,649,"c(-485824.271799996, 392376.067600001)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,484.72076416015625,7.857573986053467,209.30978393554688,0.97144317626953125,1.8296133279800415,7.113889217376709,8,1828.526123046875,1498.95263671875,329.57354736328125,1.1296881437301636,6,3.6574912071228027,3.445627212524414,9.236398696899414,20.035594940185547,3.75260066986084,76.32591247558594,195054.15964289365,5244474.896529737
0800400601,409,616,0,0,100,0,0,0,0,25,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.017,0,0,1.925,0,0,0,0,0.385,9.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800400601,2.5,17.3,-14.7,32,1014,515,12.3,33.6,1512,1475,5699,68,134,151,260,109,355,-40.8,35.1,-9999,627,78,57,54.3,693,"c(-483656.408100002, 388225.566399999)",1,1,39.2922071797,1.44007104332,1,0.00134898306911,0.00134898306911,410.8251953125,6.624302387237549,337.14300537109375,0.41942596435546875,1.4864871501922607,7.210070610046387,7,1590.5751953125,1258.2391357421875,332.33599853515625,1.0249775648117065,8,4.313505172729492,2.4156649112701416,10.278721809387207,21.358667373657227,3.73490309715271,74.34949493408203,197519.16678060382,5240479.979504904
